,borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,website,borocd,councildist,latitude,longitude,precinct,object_id,location_point,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,notes,ct2010,bbl,bin
72,Brooklyn,Bushwick (East),Moffat Street Community Garden,"9 Moffat St, Brooklyn, NY 11207",Moffat St Community Garden,Year Round,Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),,304,37,40.6843647,-73.9107326,83,3646,"{'type': 'Point', 'coordinates': [-73.9107326, 40.6843647]}",2.0,37.0,53.0,17214.0,42.0,"Not accepted: meat, bones, or dairy",,,
73,Queens,Astoria (Central),"S/E Corner of 38 St & 31 Avenue, on 38 St","S/E Corner of 38 St & 31 Avenue, on 38 St",Department of Sanitation,Year Round,24/8,www.smartcompost.nyc,401,22,40.76167,-73.918037,114,3300,"{'type': 'Point', 'coordinates': [-73.918037, 40.76167]}",3.0,4.0,72.0,16860.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
74,Queens,Jackson Heights,Farm Spot CSA,33-50 82nd street,Volunteers at Farm Spot,June 23-Oct 27,Thursdays (Start Time: 6:00 PM - End Time:  7:30 PM),Farmspot.org,403,25,40.754004,-73.885483,115,3382,"{'type': 'Point', 'coordinates': [-73.885483, 40.754004]}",3.0,5.0,73.0,14783.0,65.0,"Not accepted: meat, bones, or dairy",283.0,4012540032.0,4028776.0
75,Bronx,Concourse-Concourse Village,NW Corner of Gerard Avenue & East 150th Street,NW Gerard Avenue & East 150th Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,8,40.81994461,-73.92850801,44,3685,"{'type': 'Point', 'coordinates': [-73.92850801, 40.81994461]}",5.0,35.0,27.0,10929.0,50.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
76,Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,Governors Island Zero Waste Stations,Several locations throughout Governors Island,NYC Compost Project Hosted by Earth Matter NY,Year Round,Whenever the Island is open to the public  (check ferry schedule) (Start Time: Check ferry schedule - End Time:  Check ferry schedule),,101,1,40.691403,-74.019696,1,3283,"{'type': 'Point', 'coordinates': [-74.019696, 40.691403]}",4.0,32.0,1.0,11725.0,56.0,,,,
77,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Moffat Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3653,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
78,Queens,Springfield Gardens (South)-Brookville,Garden of Resilience,"179-18 145th Dr, Jamaica, NY 11434",Volunteers at Garden of Resilience,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  1:00 PM),http://www.laurelton.nyc/resilience,413,31,40.66392,-73.76626,105,3822,"{'type': 'Point', 'coordinates': [-73.76626, 40.66392]}",3.0,47.0,63.0,24669.0,63.0,"Not accepted: meat, bones, or dairy",,,
79,Manhattan,Harlem (South),NW Corner of W 114 Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,28,3421,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
80,Brooklyn,Brighton Beach,Brighton Beach Avenue and Ocean Parkway,Southeast corner of Brighton Beach Avenue and Ocean Parkway (Same corner as Big Bazaar Supermarket),NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,313,48,40.5761925,-73.9684342,60,3796,"{'type': 'Point', 'coordinates': [-73.9684342, 40.5761925]}",2.0,15.0,35.0,13826.0,21.0,"Not accepted: meat, bones, or dairy",,,
81,Bronx,Mount Hope,NE Corner of East 181st Street & Morris Avenue,NE East 181st Street & Morris Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,14,40.85489479,-73.90380453,46,3749,"{'type': 'Point', 'coordinates': [-73.90380453, 40.85489479]}",5.0,29.0,29.0,10931.0,6.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
82,Brooklyn,Fort Greene,Fort Greene Greenmarket,Washington Park and Myrtle Ave,GrowNYC,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  2:00 PM),grownyc.org/compost,302,35,40.69288,-73.97391,88,3558,"{'type': 'Point', 'coordinates': [-73.97391, 40.69288]}",2.0,48.0,55.0,16865.0,68.0,"Not accepted: meat, bones, or dairy",31.0,,
83,Manhattan,East Harlem (North),NE Corner of East 120 Street & Madison Avenue,NE East 120 Street & Madison Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,9,40.80237734,-73.94273579,25,3426,"{'type': 'Point', 'coordinates': [-73.94273579, 40.80237734]}",4.0,36.0,16.0,13093.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
84,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Myrtle Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3517,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
85,Bronx,Concourse-Concourse Village,NE Corner of Gerard Avenue & East 167th Street,NE Gerard Avenue & East 167th Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,16,40.83545663,-73.92011907,44,3690,"{'type': 'Point', 'coordinates': [-73.92011907, 40.83545663]}",5.0,42.0,27.0,10930.0,50.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
86,Brooklyn,Bensonhurst,Bay Parkway at 86th Street,Near NE corner of Bay Parkway and 86th Street (Off Bay Parkway D Subways station between 85th and 86th Streets),NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,311,43,40.60221,-73.9938325,62,3614,"{'type': 'Point', 'coordinates': [-73.9938325, 40.60221]}",2.0,45.0,37.0,17616.0,1.0,"Not accepted: meat, bones, or dairy",,,
87,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Big Reuse Warehouse,"1 12th St, Brooklyn NY 11215",NYC Compost Project Hosted by Big Reuse,Year Round,Every Day (Start Time: 10:00 AM - End Time:  6:00 PM),https://www.bigreuse.org/service/compost/,306,38,40.672077,-73.996401,78,3553,"{'type': 'Point', 'coordinates': [-73.996401, 40.672077]}",2.0,27.0,50.0,17617.0,14.0,"Not accepted: meat, bones, or dairy",,,
88,Manhattan,Hamilton Heights-Sugar Hill,SW Corner of West 147th Street & Amsterdam Avenue,SW West 147th Street & Amsterdam Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,40.82647613,-73.9468776,30,3394,"{'type': 'Point', 'coordinates': [-73.9468776, 40.82647613]}",4.0,23.0,19.0,12428.0,37.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
89,Bronx,Throgs Neck-Schuylerville,SW  Corner of Throgs Neck Expressway & Randall Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,210,13,,,45,3785,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
90,Brooklyn,Bedford-Stuyvesant (West),NE Corner of Bedford Avenue & Clifton Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3526,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
91,Bronx,University Heights (North)-Fordham,NW Corner of Loring Place North & Hall of Fame Terrace,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,207,14,,,52,3764,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
92,Manhattan,Washington Heights (South),NE Corner of Amsterdam Avenue & W 155 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,,,33,3581,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
93,Staten Island,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,*CLOSED FOR THE SEASON* Manor Heights,"Woodward Ave and Woolley Ave, 10314",Snug Harbor Youth,Year Round,Thursdays (Start Time: 4:00 PM - End Time:  5:30 PM),snug-harbor.org,502,50,40.605671,-74.140879,121,3813,"{'type': 'Point', 'coordinates': [-74.140879, 40.605671]}",1.0,14.0,75.0,10700.0,30.0,"Not accepted: meat, bones, or dairy",,,
94,Brooklyn,Williamsburg,Domino Park,"15 River Street Brooklyn, NY 11249",Staff at Domino Park,Year Round,"Mondays and Thursdays (Start Time: Mondays, 10:00 AM; Thursdays, 6:00 PM - End Time:  Mondays, 12:00 PM, Thursdays, 8:00 PM)",http://www.dominopark.com/,301,33,40.714448,-73.968049,90,3626,"{'type': 'Point', 'coordinates': [-73.968049, 40.714448]}",2.0,38.0,56.0,17613.0,36.0,"Not accepted: meat, bones, or dairy",,,
95,Queens,Queensbridge-Ravenswood-Dutch Kills,NE Corner of 35 Avenue & 12 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,26,,,114,3367,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
96,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn Borough Hall Saturday Greenmarket,Court St. and Montague St.,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,302,33,40.693609,-73.990261,84,3678,"{'type': 'Point', 'coordinates': [-73.990261, 40.693609]}",2.0,38.0,54.0,16865.0,68.0,"Not accepted: meat, bones, or dairy",9.0,,
97,Brooklyn,Bushwick (East),NW Corner of Knickerbocker Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3663,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
98,Manhattan,Manhattanville-West Harlem,NW Corner of West 133 Street & Broadway,NW West 133 Street & Broadway,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,40.81899415,-73.95624071,30,3399,"{'type': 'Point', 'coordinates': [-73.95624071, 40.81899415]}",4.0,23.0,19.0,12428.0,37.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
99,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Tompkins Avenue & Macon street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3521,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
100,Brooklyn,Bedford-Stuyvesant (East),SW Corner of Patchen Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3466,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
101,Brooklyn,Bushwick (West),NE Corner of Bushwick Avenue & Dekalb Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3631,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
102,Manhattan,East Village,*CLOSED FOR THE SEASON* La Plaza Cultural Community Garden,674 East 9th Street,La Plaza Cultural Community Garden,April-November,Saturdays and Sundays (Start Time: 2:00 PM - End Time:  4:00 PM),https://bit.ly/laplazadropoff,103,2,40.7253498,-73.9786278,9,3589,"{'type': 'Point', 'coordinates': [-73.9786278, 40.7253498]}",4.0,50.0,5.0,11729.0,70.0,"Please carefully read instructions here: https://bit.ly/laplazadropoff; Not accepted: meat, bones, or dairy",2602.0,,
103,Queens,Astoria (East)-Woodside (North),SE Corner of 31 Avenue & 49 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3357,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
104,Bronx,Fordham Heights,NW Corner of Valentine Avenue & East 183rd Street,NW Valentine Avenue & East 183rd Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,15,40.85693035,-73.89822654,46,3736,"{'type': 'Point', 'coordinates': [-73.89822654, 40.85693035]}",5.0,22.0,29.0,10935.0,6.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
105,Manhattan,Manhattanville-West Harlem,NW Corner of W 126 Street & Morningside Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,,,26,3604,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
106,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,Q Gardens,"58 E 18th St, Brooklyn, NY 11226",Q Gardens,Year Round,"Tuesdays, Fridays, Saturdays, and Sundays (Start Time: Tuesday 6pm; Friday - Sunday dawn - End Time:  Tuesday 8pm; Fridays + Saturdays all night; Sundays until 4:00PM)",https://qgardenscf.com/places-to-drop-off-your-compost/,314,40,40.649778,-73.963194,70,3721,"{'type': 'Point', 'coordinates': [-73.963194, 40.649778]}",2.0,11.0,43.0,13510.0,60.0,"Not accepted: meat, bones, or dairy",,,
107,Queens,Astoria (Central),29-08 31 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3328,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
108,Brooklyn,Crown Heights (North),Crown Heights Franklin Ave Food Scrap Drop-off,Franklin Avenue & Eastern Parkway,GrowNYC,Year Round,Thursdays (Start Time: 8:30 AM - End Time:  11:30 AM),grownyc.org/compost,308,35,40.670745,-73.957743,77,3494,"{'type': 'Point', 'coordinates': [-73.957743, 40.670745]}",2.0,48.0,49.0,17618.0,16.0,"Not accepted: meat, bones, or dairy",,,
109,Manhattan,Financial District-Battery Park City,SmartComposting: One New York Plaza,One New York Plaza (Corner of Broad and Water Streets),Alliance for Downtown New York,Year Round,24/7,https://downtownny.com/compost/,101,1,40.70287,-74.01163,1,3268,"{'type': 'Point', 'coordinates': [-74.01163, 40.70287]}",4.0,32.0,1.0,11725.0,56.0,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",,,
110,Bronx,Tremont,SW Corner of Bathgate Avenue & E 182 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,206,15,,,48,3758,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
111,Brooklyn,Crown Heights (North),NE Corner of Kingston Avenue & Park Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,36,,,77,3489,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
112,Queens,Queensbridge-Ravenswood-Dutch Kills,"S/W Corner of 24 St and 34 Avenue, on 24 St (Ravenswood Houses)","S/W Corner of 24 St and 34 Avenue, on 24 St (Ravenswood Houses)",Department of Sanitation,Year Round,24/11,www.smartcompost.nyc,401,26,40.761549,-73.931846,114,3362,"{'type': 'Point', 'coordinates': [-73.931846, 40.761549]}",3.0,33.0,72.0,16863.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
113,Bronx,Highbridge,NE Corner of W 166th St & Dr. Martin Luther King Jr Boulevard,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,16,,,44,3695,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
114,Manhattan,East Harlem (North),NW Corner of E 109 Street & 2 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,,,23,3445,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
115,Manhattan,Washington Heights (North),NE Corner of Wadsworth Avenue & West 182nd Street,NE Wadsworth Avenue & West 182nd Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,40.85039541,-73.93447995,34,3562,"{'type': 'Point', 'coordinates': [-73.93447995, 40.85039541]}",4.0,39.0,22.0,13091.0,47.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
116,Manhattan,Upper East Side-Yorkville,Asphalt Green Food Scrap Drop-off,East 91st St & York Ave,GrowNYC,Year Round,Sundays (Start Time: 7:30 AM - End Time:  12:30 PM),grownyc.org/compost,108,5,40.779055,-73.944665,19,3781,"{'type': 'Point', 'coordinates': [-73.944665, 40.779055]}",4.0,1.0,11.0,10099.0,23.0,"Not accepted: meat, bones, or dairy",,,
117,Brooklyn,Sunset Park (East)-Borough Park (West),Rappaport Playground,NW corner of Fort Hamilton Pkwy and 53rd Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Tuesdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,312,43,40.636583,-74.000556,66,3621,"{'type': 'Point', 'coordinates': [-74.000556, 40.636583]}",2.0,7.0,39.0,17621.0,2.0,"Not accepted: meat, bones, or dairy",,,
118,Brooklyn,Prospect Heights,Prospect Heights Food Scrap Drop-off,Park Place & Carlton Ave,GrowNYC,Year Round,Thursdays (Start Time: 8:00 AM - End Time:  11:00 AM),grownyc.org/compost,308,35,40.67741,-73.972226,78,3549,"{'type': 'Point', 'coordinates': [-73.972226, 40.67741]}",2.0,48.0,50.0,13829.0,16.0,"Not accepted: meat, bones, or dairy",,,
119,Manhattan,Hamilton Heights-Sugar Hill,145th St Food Scrap Drop-off,145th St & Edgecombe Ave,GrowNYC,Year Round,Thursdays (Start Time: 7:30 AM - End Time:  12:00 PM),grownyc.org/compost,110,9,40.823692,-73.943764,30,3389,"{'type': 'Point', 'coordinates': [-73.943764, 40.823692]}",4.0,36.0,19.0,12428.0,18.0,"Not accepted: meat, bones, or dairy",,,
